Latitude,Longitude,Time,Date,Number of Sats,GPS Speed (Kn),GPS True Heading,GPS Magnetic Variation,HDOP,C Magnetic Heading,C True Heading,Pitch Angle,Roll Angle,C Inside Temp (c),DFS Depth (m),DTB Height (m),Total Water Column (m),Batt Percent,Power Watts,Watt-Hours,Batt Volts,Batt Ampers,Batt State,Time to Empty,Current Step,Dist To Next (m),Next Speed (kn),Vehicle Speed (kn),Motor Speed CMD,Next Heading,Next Long,Next Lat,Next Depth (m),Depth Goal (m),Vehicle State,Error State,Distance to Track (m),Fin Pitch R,Fin Pitch L,Pitch Goal,Fin Yaw T,Fin Yaw B,Yaw Goal,Fin Roll,DVL-Depth (m),DVL -Altitude (m),DVL -Water Column (m),DVL-FixType,DVL-FixQuality,DVL-Temperature,Conductivity (mmhos/cm),Temperature (c),Salinity (ppt),Sound Speed (m/s),Date m/d/y   ,Time hh:mm:ss,Temp C,SpCond mS/cm,Sal ppt,Depth feet,pH,pH mV,Turbid+ NTU,Chl ug/L,BGA-PC cells/mL,ODOsat %,ODO mg/L,Battery volts,ROSEM Command Type
25.88127174,-80.14662447,58:02.3,10/21/21,11,0.744,30.85,-7.117706431,0.83,55.2,50.9,0.43,3.99,36.5,0.01,3.36,3.37,93,25,511.1,16.2,-1.5,D,1355.3,0,316.019,1,1.03,154,43.02,-80.14446913,25.88334941,0,0,1,N,0.317829,60,60,11,104,104,45.23809,0,9999.99,3.37,3.497,2,9,30.2,0,30.20000076,46.85,1558.24218,10/21/21,10:34:15,26.66,68.68,46.85,1.418,7.94,-55.7,-4.9,0,23686,93.4,5.76,13,
25.88127506,-80.14662076,58:03.4,10/21/21,11,1.235,30.85,-7.117706431,0.83,54.2,49.91,2.44,-3.03,36.5,0,3.34,3.34,93,25,511.1,16.2,-1.5,D,1337.3,0,315.496,1,1.06,154,43.02,-80.14446913,25.88334941,0,0,1,N,0.2978799,72,72,11,108,108,45.09541,0,9999.99,3.36,3.487,2,9,30.2,0,30.20000076,46.85,1558.24218,10/21/21,10:34:15,26.66,68.68,46.85,1.418,7.94,-55.7,-4.9,0,23686,93.4,5.76,13,
25.88127828,-80.14661619,58:04.4,10/21/21,11,1.122,30.85,-7.117706431,0.83,53.9,49.61,2.08,-3.67,36.5,0,3.36,3.36,93,25,511.1,16.2,-1.5,D,1337.3,0,314.922,1,1.06,154,43,-80.14446913,25.88334941,0,0,1,N,0.209718,62,62,11,104,104,44.46448,0,9999.99,3.36,3.487,2,9,30.2,0,30.20000076,46.78,1558.1681,10/21/21,10:34:16,26.68,68.59,46.78,1.258,7.94,-55.8,-4.5,-7.9,7283,93.4,5.76,12.8,
25.88128111,-80.14661306,58:05.4,10/21/21,11,1.135,30.85,-7.117706431,0.83,56.3,51.99,-1.54,1.7,36.5,0.01,3.38,3.39,93,25,511.1,16.2,-1.5,D,1337.3,0,314.478,1,1.09,154,43,-80.14446913,25.88334941,0,0,1,N,0.1928742,48,48,11,96,96,44.34385,0,9999.99,3.37,3.497,2,9,30.2,0,30.20000076,24.53,1534.98823,10/21/21,10:34:17,26.68,38.65,24.53,1.149,7.94,-55.7,-4.4,3.4,9720,93.4,6.52,13,
25.88128462,-80.14661024,58:06.4,10/21/21,11,0.92,30.85,-7.117706431,0.83,51.5,47.22,2.36,0.98,36.5,0.01,3.37,3.38,93,25,511,16.2,-1.5,D,1350.1,0,314,1,1,154,43.01,-80.14446913,25.88334941,0,0,1,N,0.245695,71,71,11,117,117,44.72183,0,9999.99,3.4,3.527,2,9,30.2,0,30.20000076,46.82,1558.21046,10/21/21,10:34:19,26.66,68.64,46.82,1.425,7.94,-55.8,-4.8,0.6,483,93.5,5.76,13,
25.88128777,-80.1466062,58:07.4,10/21/21,11,1.215,30.85,-7.117706431,0.83,56.2,51.89,1.1,0.82,36.5,0,3.35,3.35,93,25,511,16.2,-1.5,D,1350.1,0,313.468,1,1.1,154,43,-80.14446913,25.88334941,0,0,1,N,0.196728,56,56,11,104,104,44.37138,0,9999.99,3.34,3.467,2,9,30.1,0,30.20000076,46.82,1558.21046,10/21/21,10:34:19,26.66,68.64,46.82,1.425,7.94,-55.8,-4.8,0.6,483,93.5,5.76,13,
25.88129122,-80.1466031,58:08.4,10/21/21,10,0.959,30.85,-7.117706431,0.89,48.9,44.63,-0.86,0.46,36.5,0,3.43,3.44,93,25,511,16.2,-1.5,D,1350.1,0,312.976,1,1.05,154,43.01,-80.14446913,25.88334941,0,0,1,N,0.2187543,55,55,11,134,134,44.52896,0,9999.99,3.43,3.557,2,9,30.1,0,30.10000038,17.04,1526.99632,10/21/21,10:34:20,26.67,27.79,17.04,1.118,7.94,-55.8,8.2,-0.2,80179,93.4,6.8,12.9,
25.88129327,-80.14660017,58:09.4,10/21/21,11,0.974,30.85,-7.117706431,0.83,46.1,41.82,2.33,-8.9,36.5,0,3.32,3.32,93,25,511,16.2,-1.5,D,1350.1,0,312.61,1,1.04,154,43,-80.14446913,25.88334941,0,0,1,N,0.1592316,71,71,11,136,136,44.10289,0,9999.99,3.34,3.467,2,9,30.1,0,30.10000038,46.76,1557.95029,10/21/21,10:34:22,26.66,68.57,46.76,1.324,7.94,-55.9,-3.1,-7.6,1738,93.4,5.76,12.9,
25.88129655,-80.14659385,58:10.4,10/21/21,11,1.192,30.85,-7.117706431,0.83,51.9,47.62,0.34,-2.67,36.5,0,3.26,3.27,92,25,511,16.2,-1.5,D,1336.4,0,311.912,1,1.07,154,42.96,-80.14446913,25.88334941,0,0,1,N,4.37E-02,59,59,11,107,107,42.64954,0,9999.99,3.26,3.387,2,9,30.1,0,30.10000038,46.76,1557.95029,10/21/21,10:34:22,26.66,68.57,46.76,1.324,7.94,-55.9,-3.1,-7.6,1738,93.4,5.76,12.9,
25.88130034,-80.14659128,58:11.4,10/21/21,11,0.8,30.85,-7.117706431,0.83,51.9,47.62,-1.75,4.56,36.5,0.01,3.41,3.42,92,25,511,16.2,-1.5,D,1336.4,0,311.428,1,1.04,154,42.98,-80.14446913,25.88334941,0,0,1,N,5.32E-02,47,47,11,110,110,43.34323,0,9999.99,3.41,3.537,2,9,30.1,0,30.10000038,46.79,1557.98203,10/21/21,10:34:24,26.67,68.6,46.79,1.282,7.94,-55.9,-4.4,-3.2,-533,93.3,5.75,12.8,
25.88130413,-80.14658849,58:12.4,10/21/21,11,1.11,30.85,-7.117706431,0.83,47.4,43.13,1.79,-5.24,36.5,0.01,3.33,3.34,92,25,511,16.2,-1.5,D,1336.4,0,310.929,1,0.98,154,42.99,-80.14446913,25.88334941,0,0,1,N,0.1261395,66,66,11,133,133,43.86579,0,9999.99,3.34,3.467,2,9,30.1,0,30.10000038,46.66,1557.8462,10/21/21,10:34:25,26.66,68.44,46.66,1.454,7.94,-56,-5.2,-2.8,-1729,93.3,5.76,13,
25.88130776,-80.14658494,58:13.4,10/21/21,11,1.166,30.85,-7.117706431,0.83,52.3,48.02,1.83,-1.24,36.6,0,3.38,3.38,92,25,511,16.2,-1.5,D,1344.8,0,310.392,1,1.06,154,43,-80.14446913,25.88334941,0,0,1,N,0.1536011,68,68,11,111,111,44.06232,0,9999.99,3.39,3.517,2,9,30.1,0,30.10000038,46.79,1557.98167,10/21/21,10:34:26,26.66,68.6,46.79,1.18,7.95,-56.1,-4.6,-5.2,2705,93.3,5.75,12.9,
25.88131209,-80.14658123,58:14.4,10/21/21,10,1.153,30.85,-7.117706431,0.89,46.8,42.53,1.49,-2.87,36.6,0,3.36,3.37,92,25,511,16.2,-1.5,D,1344.8,0,309.787,1,1.01,154,43.01,-80.14446913,25.88334941,0,0,1,N,0.1993041,66,66,11,134,134,44.38956,0,9999.99,3.38,3.507,2,9,30.1,0,30.10000038,46.77,1557.96063,10/21/21,10:34:27,26.68,68.58,46.77,1.244,7.95,-56,-1.1,-5.5,58912,93.2,5.75,12.9,
25.88131542,-80.14657711,58:15.5,10/21/21,11,0.873,30.85,-7.117706431,0.83,54.9,50.6,0.7,-1.32,36.5,0,3.39,3.39,92,25,511,16.2,-1.5,D,1344.8,0,309.235,1,1.07,154,43,-80.14446913,25.88334941,0,0,1,N,0.163959,61,61,11,101,101,44.1365,0,9999.99,3.4,3.527,2,9,30.1,0,30.10000038,46.74,1557.92928,10/21/21,10:34:28,26.69,68.54,46.74,1.197,7.95,-56,-5.9,-6.9,520,93.4,5.75,12.8,
25.88131833,-80.14657467,58:16.5,10/21/21,11,0.942,30.85,-7.117706431,0.83,52.3,48.02,1.27,-2.28,36.6,0,3.38,3.38,92,25,511,16.2,-1.5,D,1344.8,0,308.832,1,1.05,154,43,-80.14446913,25.88334941,0,0,1,N,0.199941,69,69,11,118,118,44.39389,0,9999.99,3.4,3.527,2,9,30.1,0,30.10000038,46.75,1557.93958,10/21/21,10:34:29,26.69,68.55,46.75,1.287,7.95,-56.2,-5.7,-10.4,11587,93.4,5.76,13,
25.8813216,-80.14656965,58:17.5,10/21/21,11,1.11,30.85,-7.117706431,0.89,55,50.7,1.39,-5.25,36.6,0,3.33,3.33,92,25,511,16.2,-1.5,D,1371.6,0,308.223,1,1.05,154,42.98,-80.14446913,25.88334941,0,0,1,N,8.88E-02,65,65,11,99,99,43.59808,0,9999.99,3.34,3.467,2,9,30.1,0,30.10000038,45.83,1556.97796,10/21/21,10:34:30,26.69,67.37,45.83,1.175,7.95,-56.2,-3.1,-7.9,94194,93.6,5.8,12.9,
25.88132338,-80.1465656,58:18.5,10/21/21,10,0.731,30.85,-7.117706431,0.89,54.3,50.01,0.03,1.82,36.5,0,3.35,3.35,92,25,511,16.2,-1.5,D,1371.6,0,307.802,1,1.05,154,42.95,-80.14446913,25.88334941,0,0,1,N,7.67E-02,57,57,11,97,97,42.41261,0,9999.99,3.36,3.487,2,9,30.1,0,30.10000038,46.75,1557.93958,10/21/21,10:34:31,26.67,68.55,46.75,1.208,7.95,-56.1,-6,-4.8,5746,93.5,5.77,12.9,
25.88132504,-80.14656127,58:19.5,10/21/21,11,0.977,30.85,-7.117706431,0.83,50.5,46.22,2.21,-4.65,36.5,0,3.3,3.31,92,25,511,16.2,-1.5,D,1371.6,0,307.372,1,1.05,154,42.92,-80.14446913,25.88334941,0,0,1,N,0.272782,70,70,11,105,105,41.00918,0,9999.99,3.32,3.447,2,9,30,0,30,45.56,1556.49756,10/21/21,10:34:32,26.68,67.03,45.56,1.289,7.95,-56.2,-3.6,0.7,1720,93.6,5.81,12.7,
25.88132937,-80.14655737,58:20.5,10/21/21,11,1.024,30.85,-7.117706431,0.83,51.8,47.52,1.12,-0.38,36.6,0,3.29,3.3,92,25,510.9,16.2,-1.5,D,1353.2,0,306.754,1,1.05,154,42.92,-80.14446913,25.88334941,0,0,1,N,0.2275034,61,61,11,96,96,41.33311,0,9999.99,3.3,3.427,2,9,30,0,30,46.73,1557.72141,10/21/21,10:34:33,26.68,68.53,46.73,1.217,7.95,-56.2,-5.5,-3.6,16999,93.5,5.77,12.9,
25.88133304,-80.1465546,58:21.5,10/21/21,11,0.947,30.85,-7.117706431,0.83,55.2,50.9,-2.17,2.66,36.5,0.01,3.26,3.27,92,25,510.9,16.2,-1.5,D,1353.2,0,306.266,1,1.06,154,42.94,-80.14446913,25.88334941,0,0,1,N,0.1473959,44,44,11,91,91,41.90643,0,9999.99,3.25,3.377,2,9,30,0,30,46.73,1557.72148,10/21/21,10:34:34,26.68,68.52,46.73,1.304,7.95,-56.2,26.7,-5.5,-1103,93.5,5.77,12.9,
25.88133791,-80.14655196,58:22.5,10/21/21,11,0.636,30.85,-7.117706431,0.83,45.2,40.92,3.15,0.17,36.6,0.01,3.24,3.25,92,25,510.9,16.2,-1.5,D,1353.2,0,305.69,1,1.02,154,42.97,-80.14446913,25.88334941,0,0,1,N,9.65E-03,79,79,11,145,145,43.03112,0,9999.99,3.26,3.387,2,9,30,0,30,39.59,1550.26007,10/21/21,10:34:35,26.67,59.24,39.59,1.46,7.95,-56.2,-4.8,-7,885,93.6,6.01,13,
25.88134276,-80.14654872,58:23.5,10/21/21,11,1.291,30.85,-7.117706431,0.83,45.6,41.32,1.5,-8,36.5,0.01,3.3,3.31,92,25,510.9,16.2,-1.5,D,1353.2,0,305.074,1,1.09,154,43,-80.14446913,25.88334941,0,0,1,N,0.1452783,66,66,11,138,138,44.00236,0,9999.99,3.3,3.427,2,9,30,0,30,46.16,1557.12575,10/21/21,10:34:36,26.68,67.8,46.16,1.14,7.95,-56.3,-5.8,-2.2,-187,93.6,5.79,12.7,
25.88134673,-80.14654688,58:24.5,10/21/21,11,0.796,30.85,-7.117706431,0.83,48.5,44.23,-1.13,1.53,36.6,0,3.33,3.34,92,25,510.9,16.2,-1.5,D,1349.7,0,304.626,1,1.03,154,43.03,-80.14446913,25.88334941,0,0,1,N,0.3164444,50,50,11,131,131,45.22708,0,9999.99,3.33,3.457,2,9,30,0,30,46.71,1557.70081,10/21/21,10:34:37,26.68,68.5,46.71,1.226,7.95,-56.3,-4.6,-6.3,895,93.6,5.77,12.9,
25.88135062,-80.14654306,58:25.6,10/21/21,11,1.296,30.85,-7.117706431,0.83,47.6,43.33,2.63,-2.32,36.6,0.01,3.29,3.3,92,25,510.9,16.2,-1.5,D,1349.7,0,304.048,1,1.07,154,43.03,-80.14446913,25.88334941,0,0,1,N,0.3296362,77,77,11,133,133,45.32131,0,9999.99,3.32,3.447,2,9,30,0,30,41.07,1551.80511,10/21/21,10:34:38,26.67,61.2,41.07,1.39,7.95,-56.3,-3.9,-4.2,-7076,93.7,5.97,12.9,
25.88135468,-80.14653855,58:26.6,10/21/21,11,1.157,30.85,-7.117706431,0.83,47.1,42.83,1.39,-5.35,36.6,0,3.34,3.35,92,25,510.9,16.2,-1.5,D,1349.7,0,303.411,1,1.06,154,43.03,-80.14446913,25.88334941,0,0,1,N,0.3086694,65,65,11,136,136,45.17146,0,9999.99,3.34,3.467,2,9,30,0,30,46.28,1557.25074,10/21/21,10:34:39,26.68,67.95,46.28,1.108,7.95,-56.3,-5.6,1.9,-1764,93.7,5.79,13,
25.8813584,-80.14653508,58:27.6,10/21/21,11,1.011,30.85,-7.117706431,0.83,55.8,51.49,1.59,0.85,36.7,0,3.28,3.29,92,25,510.9,16.2,-1.5,D,1349.7,0,302.872,1,1.12,154,43.03,-80.14446913,25.88334941,0,0,1,N,0.3524238,67,67,11,103,103,45.48424,0,9999.99,3.29,3.417,2,9,30,0,30,46.71,1557.70048,10/21/21,10:34:40,26.67,68.5,46.71,1.219,7.95,-56.4,-3.2,-2.1,-582,93.6,5.77,12.8,
25.88136293,-80.14653361,58:28.6,10/21/21,10,0.845,30.85,-7.117706431,0.89,48.9,44.63,-0.73,0.76,36.6,0,3.33,3.33,92,25,510.9,16.2,-1.5,D,1367,0,302.403,1,1.02,154,43.08,-80.14446913,25.88334941,0,0,1,N,0.5698079,53,53,11,137,137,47.03582,0,9999.99,3.34,3.467,2,9,30,0,30,46.7,1557.68977,10/21/21,10:34:41,26.68,68.49,46.7,1.253,7.95,-56.4,-4.7,-2.1,6288,93.6,5.77,13.1,
25.88136402,-80.14652843,58:29.6,10/21/21,11,1.235,30.85,-7.117706431,0.83,49.7,45.43,2.82,-4.93,36.7,0,3.28,3.29,92,25,510.9,16.2,-1.5,D,1367,0,301.961,1,1.1,154,43.02,-80.14446913,25.88334941,0,0,1,N,0.2792864,75,75,11,116,116,44.96111,0,9999.99,3.3,3.427,2,9,30,0,30,39.4,1550.0609,10/21/21,10:34:42,26.69,58.99,39.4,1.308,7.95,-56.4,-5.2,-2.5,475,93.5,6.01,13,
25.88136744,-80.14652482,58:30.6,10/21/21,11,1.035,30.85,-7.117706431,0.83,50.2,45.92,-0.12,0.22,36.6,0,3.33,3.33,92,25,510.9,16.2,-1.5,D,1367,0,301.437,1,1.08,154,43.02,-80.14446913,25.88334941,0,0,1,N,0.2706714,56,56,11,123,123,44.89942,0,9999.99,3.32,3.447,2,9,30,0,30,46.68,1557.66912,10/21/21,10:34:43,26.69,68.47,46.68,1.165,7.95,-56.4,-3.6,-8.3,2510,93.5,5.76,12.9,
25.88137195,-80.14652195,58:31.6,10/21/21,11,1.139,30.85,-7.117706431,0.83,49.9,45.63,1.72,-2.22,36.6,0.01,3.33,3.34,92,25,510.9,16.2,-1.5,D,1355.6,0,300.874,1,1.09,154,43.04,-80.14446913,25.88334941,0,0,1,N,0.403397,71,71,11,123,123,45.84831,0,9999.99,3.36,3.487,2,9,30,0,30,46.69,1557.67959,10/21/21,10:34:44,26.67,68.47,46.69,1.314,7.95,-56.5,-4.3,-3.7,2581,93.6,5.77,12.8,
25.88137505,-80.14651833,58:32.6,10/21/21,11,0.895,30.85,-7.117706431,0.83,51.9,47.62,1.25,-1.7,36.6,0,3.35,3.35,92,25,510.9,16.2,-1.5,D,1355.6,0,300.375,1,1.05,154,43.04,-80.14446913,25.88334941,0,0,1,N,0.3755005,65,65,11,121,121,45.64889,0,9999.99,3.36,3.487,2,9,30,0,30,26.58,1536.69599,10/21/21,10:34:45,26.69,41.54,26.58,1.118,7.95,-56.4,-6,-12.1,20062,93.6,6.46,12.9,
25.88137785,-80.1465134,58:33.6,10/21/21,10,1.212,30.85,-7.117706431,0.89,47.3,43.03,2.03,-4.13,36.6,0,3.39,3.39,92,25,510.9,16.2,-1.5,D,1355.6,0,299.811,1,1.05,154,43.01,-80.14446913,25.88334941,0,0,1,N,0.2206549,73,73,11,128,128,44.54134,0,9999.99,3.41,3.537,2,9,29.9,0,29.89999962,39.89,1550.36939,10/21/21,10:34:46,26.68,59.64,39.89,1.214,7.95,-56.3,-4.3,-5.4,-6135,93.5,5.99,12.9,
25.881382,-80.14651006,58:34.6,10/21/21,10,1.041,30.85,-7.117706431,0.89,53.8,49.51,0.81,-1.2,36.6,0.01,3.33,3.34,92,25,510.9,16.2,-1.5,D,1355.6,0,299.246,1,1.09,154,43.02,-80.14446913,25.88334941,0,0,1,N,0.296492,62,62,11,109,109,45.08391,0,9999.99,3.33,3.457,2,9,29.9,0,29.89999962,23.96,1533.75565,10/21/21,10:34:47,26.69,37.84,23.96,1.114,7.95,-56.5,-4.2,0.4,4520,93.5,6.55,13,
25.88138616,-80.14650612,58:35.6,10/21/21,10,1.32,37.18,-7.117706431,0.89,51.8,47.52,1.63,1.87,36.6,0.01,3.31,3.32,92,25,510.8,16.2,-1.5,D,1365.2,0,298.638,1,1.12,154,43.03,-80.14446913,25.88334941,0,0,1,N,0.3242719,67,67,11,110,110,45.2826,0,9999.99,3.33,3.457,2,9,29.9,0,29.89999962,46.67,1557.46071,10/21/21,10:34:48,26.67,68.45,46.67,1.261,7.95,-56.5,-5.5,-2,2660,93.5,5.77,12.8,
25.88139062,-80.14650182,58:36.6,10/21/21,10,0.986,37.18,-7.117706431,0.89,50.6,46.32,1.73,-2.02,36.6,0,3.33,3.33,92,25,510.8,16.2,-1.5,D,1365.2,0,297.982,1,1.06,154,43.03,-80.14446913,25.88334941,0,0,1,N,0.3392426,66,66,11,128,128,45.38957,0,9999.99,3.34,3.467,2,9,29.9,0,29.89999962,46.66,1557.45017,10/21/21,10:34:49,26.68,68.43,46.66,1.245,7.95,-56.5,-4.4,-3.7,37812,93.5,5.77,12.9,
25.88139574,-80.14649709,58:37.6,10/21/21,10,1.352,37.18,-7.117706431,0.89,52.1,47.82,2.08,-5.25,36.6,0,3.31,3.31,92,25,510.8,16.2,-1.5,D,1365.2,0,297.243,1,1.09,154,43.04,-80.14446913,25.88334941,0,0,1,N,0.3911143,69,69,11,119,119,45.76026,0,9999.99,3.32,3.447,2,9,29.9,0,29.89999962,46.65,1557.43925,10/21/21,10:34:50,26.69,68.42,46.65,1.17,7.95,-56.5,-4.7,-1.6,-316,93.6,5.77,12.9,
25.88139953,-80.14649366,58:38.6,10/21/21,10,0.97,37.18,-7.117706431,0.89,53.6,49.31,-0.03,3.58,36.6,0,3.36,3.36,92,25,510.8,16.2,-1.5,D,1362.5,0,296.701,1,1.04,154,43.05,-80.14446913,25.88334941,0,0,1,N,0.4241174,56,56,11,118,118,45.9959,0,9999.99,3.37,3.497,2,9,29.9,0,29.89999962,46.64,1557.42878,10/21/21,10:34:51,26.7,68.41,46.64,1.203,7.95,-56.6,-4.4,-2.3,39543,93.5,5.77,13,
25.88140381,-80.14648884,58:39.6,10/21/21,10,1.211,37.18,-7.117706431,0.89,49.5,45.23,0.62,-4.34,36.6,0,3.32,3.32,92,25,510.8,16.2,-1.5,D,1362.5,0,296.024,1,1.05,154,43.04,-80.14446913,25.88334941,0,0,1,N,0.3924573,67,67,11,134,134,45.76967,0,9999.99,3.34,3.467,2,9,29.9,0,29.89999962,43.73,1554.38415,10/21/21,10:34:52,26.69,64.66,43.73,1.254,7.95,-56.5,-4.9,0.4,1189,93.6,5.87,12.8,
25.88140878,-80.14648368,58:40.6,10/21/21,9,1.352,37.18,-7.117706431,0.92,48.5,44.23,2.48,-5.04,36.7,0,3.36,3.36,92,25,510.8,16.2,-1.5,D,1362.5,0,295.268,1,1.14,154,43.04,-80.14446913,25.88334941,0,0,1,N,0.3952448,72,72,11,133,133,45.78952,0,9999.99,3.36,3.487,2,9,29.9,0,29.89999962,19.57,1529.18904,10/21/21,10:34:53,26.69,31.51,19.57,1.148,7.96,-56.6,-5.7,-4.2,13325,93.6,6.72,12.9,
25.88141393,-80.14648211,58:41.6,10/21/21,10,0.923,37.18,-7.117706431,0.89,52,47.72,2.22,-1.3,36.6,0,3.35,3.35,92,25,510.8,16.2,-1.5,D,1362.5,0,294.743,1,1.08,154,43.1,-80.14446913,25.88334941,0,0,1,N,0.6717,67,67,11,128,128,47.76059,0,9999.99,3.36,3.487,2,9,29.9,0,29.89999962,46.64,1557.42909,10/21/21,10:34:54,26.68,68.42,46.64,1.193,7.95,-56.5,-3.3,-5.1,83286,93.7,5.78,12.9,
25.88141746,-80.14647793,58:42.6,10/21/21,10,1.207,37.18,-7.117706431,0.89,52,47.72,1.15,-0.03,36.6,0,3.32,3.33,92,25,510.8,16.2,-1.5,D,1342.6,0,294.17,1,1.13,154,43.09,-80.14446913,25.88334941,0,0,1,N,0.6317511,65,65,11,132,132,47.47635,0,9999.99,3.34,3.467,2,9,29.9,0,29.89999962,46.61,1557.39754,10/21/21,10:34:55,26.69,68.38,46.61,1.176,7.95,-56.5,-4.5,-1.5,-3238,93.7,5.78,13,
25.88142026,-80.14647379,58:43.6,10/21/21,10,0.887,37.18,-7.117706431,0.89,53.5,49.21,-0.78,-2.5,36.6,0,3.32,3.33,92,25,510.8,16.2,-1.5,D,1342.6,0,293.66,1,1.07,154,43.07,-80.14446913,25.88334941,0,0,1,N,0.5420228,52,52,11,118,118,46.837,0,9999.99,3.33,3.457,2,9,29.9,0,29.89999962,46.42,1557.19875,10/21/21,10:34:56,26.7,68.13,46.42,1.186,7.95,-56.5,-4.7,-7.3,3028,93.6,5.78,12.7,
25.88142074,-80.14646613,58:44.6,10/21/21,10,1.25,37.18,-7.117706431,0.89,51.6,47.32,3.35,-4.78,36.6,0.01,3.29,3.29,92,25,510.8,16.2,-1.5,D,1342.6,0,293.098,1,1.11,154,42.97,-80.14446913,25.88334941,0,0,1,N,2.06E-02,77,77,11,110,110,43.10855,0,9999.99,3.3,3.427,2,9,29.9,0,29.89999962,38.81,1549.24116,10/21/21,10:34:57,26.7,58.21,38.81,1.324,7.95,-56.5,-5,-3.5,57,93.4,6.02,12.9,
25.88142515,-80.14646132,58:45.7,10/21/21,10,1.216,37.18,-7.117706431,0.89,52.7,48.42,1.91,-0.01,36.6,0.01,3.34,3.35,92,25,510.8,16.2,-1.5,D,1339.2,0,292.411,1,1.11,154,42.97,-80.14446913,25.88334941,0,0,1,N,1.93E-04,68,68,11,105,105,42.95941,0,9999.99,3.35,3.477,2,9,29.9,0,29.89999962,46.6,1557.38738,10/21/21,10:34:58,26.7,68.37,46.6,1.192,7.95,-56.5,-4.8,1.6,7648,93.3,5.76,12.8,
25.88142946,-80.14645852,58:46.7,10/21/21,10,1.017,37.18,-7.117706431,0.89,52.2,47.92,0.66,-0.72,36.6,0,3.23,3.23,92,25,510.8,16.2,-1.5,D,1339.2,0,291.869,1,1.08,154,42.99,-80.14446913,25.88334941,0,0,1,N,0.1202386,61,61,11,111,111,43.82194,0,9999.99,3.24,3.367,2,9,29.9,0,29.89999962,46.61,1557.39763,10/21/21,10:34:59,26.69,68.37,46.61,1.221,7.95,-56.5,-2.4,0,-3366,93.4,5.76,12.9,
25.88143354,-80.14645389,58:47.7,10/21/21,10,1.204,37.18,-7.117706431,0.89,48.9,44.63,1.87,-1.68,36.6,0,3.22,3.22,92,25,510.8,16.2,-1.5,D,1339.2,0,291.222,1,1.08,154,42.99,-80.14446913,25.88334941,0,0,1,N,8.43E-02,68,68,11,123,123,43.56429,0,9999.99,3.24,3.367,2,9,29.9,0,29.89999962,37.25,1547.61167,10/21/21,10:35:00,26.7,56.14,37.25,1.263,7.95,-56.5,-5.7,-6.8,3456,93.4,6.07,12.7,
25.88143778,-80.14645071,58:48.7,10/21/21,10,1.157,37.18,-7.117706431,0.89,45.1,40.82,1.57,-8.5,36.5,0,3.29,3.3,92,25,510.8,16.2,-1.5,D,1339.2,0,290.66,1,1.04,154,43,-80.14446913,25.88334941,0,0,1,N,0.1717062,69,69,11,144,144,44.19031,0,9999.99,3.3,3.427,2,9,29.9,0,29.89999962,43.81,1554.46767,10/21/21,10:35:01,26.7,64.77,43.81,1.146,7.95,-56.5,-4.1,-2.4,26124,93.4,5.85,12.9,
25.88144203,-80.14644639,58:49.7,10/21/21,10,1.199,37.18,-7.117706431,0.89,50.2,45.92,0.42,-4.86,36.6,0.01,3.23,3.24,92,25,510.8,16.2,-1.5,D,1344.2,0,290.019,1,1.11,154,43,-80.14446913,25.88334941,0,0,1,N,0.1876167,55,55,11,113,113,44.3041,0,9999.99,3.22,3.347,2,9,29.8,0,29.79999924,46.6,1557.18872,10/21/21,10:35:02,26.69,68.36,46.6,1.21,7.96,-56.6,-4.5,-1.5,-3582,93.4,5.76,12.9,
25.88144654,-80.14644533,58:50.7,10/21/21,10,1.028,18.63,-7.117706431,0.89,51.5,47.22,-1.02,7.05,36.6,0.01,3.33,3.34,92,25,510.8,16.2,-1.5,D,1344.2,0,289.581,1,1.02,154,43.06,-80.14446913,25.88334941,0,0,1,N,0.4402379,55,55,11,126,126,46.11054,0,9999.99,3.35,3.477,2,9,29.8,0,29.79999924,45.37,1555.90081,10/21/21,10:35:03,26.68,66.78,45.37,1.359,7.95,-56.5,-5,-1.1,4984,93.5,5.81,13,
25.88145008,-80.14644155,58:51.7,10/21/21,10,1.277,18.63,-7.117706431,0.93,51.6,47.32,2.95,-6.94,36.6,0.01,3.23,3.23,92,25,510.8,16.2,-1.5,D,1344.2,0,289.036,1,1.08,154,43.05,-80.14446913,25.88334941,0,0,1,N,0.4400814,75,75,11,122,122,46.10935,0,9999.99,3.23,3.357,2,9,29.8,0,29.79999924,41.51,1551.86056,10/21/21,10:35:04,26.69,61.76,41.51,1.193,7.95,-56.5,-0.5,1.3,134347,93.4,5.93,12.8,
25.88145271,-80.14643784,58:52.8,10/21/21,10,0.878,18.63,-7.117706431,0.89,48.9,44.63,-2.23,-1.05,36.6,0,3.33,3.34,92,25,510.7,16.2,-1.5,D,1370.2,0,288.568,1,1.01,154,43.04,-80.14446913,25.88334941,0,0,1,N,0.361562,44,44,11,131,131,45.54837,0,9999.99,3.34,3.467,2,9,29.8,0,29.79999924,46.45,1557.03115,10/21/21,10:35:06,26.67,68.17,46.45,1.443,7.95,-56.5,-4,-2,955,93.4,5.77,13,
